Player,Nation,Squad,Age,Position,League,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Kicked,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received
John Egan,IRL,Sheffield Utd,30,DF,Premier League,6,6,482,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.37344398340248963,0.0,0.03734439834024897,0.03734439834024897,0.0,0.03734439834024897,0.0,0.9336099585062241,0.18672199170124482
Kingsley Ehizibue,NED,Udinese,28,DF,Serie A,23,11,955,10.6,0.0,0.0942408376963351,0.0942408376963351,0.0,0.0,0.0,0.3769633507853404,0.0,0.12251308900523561,0.12251308900523561,0.06596858638743455,0.1884816753926702,1.6963350785340314,1.413612565445026,4.146596858638743
Hjalmar Ekdal,SWE,Burnley,24,DF,Premier League,8,5,437,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.41189931350114417,0.0,0.020594965675057208,0.020594965675057208,0.020594965675057208,0.020594965675057208,1.0297482837528604,2.265446224256293,0.20594965675057209
Aritz Elustondo,ESP,Real Sociedad,29,DF,La Liga,15,7,812,9.0,0.0,0.11083743842364532,0.11083743842364532,0.0,0.0,0.0,0.22167487684729065,0.0,0.03325123152709359,0.03325123152709359,0.06650246305418718,0.09975369458128079,0.4433497536945813,3.435960591133005,0.22167487684729065
Nico Elvedi,SUI,Gladbach,26,DF,Bundesliga,30,28,2482,27.6,0.072522159548751,0.0362610797743755,0.10878323932312652,0.072522159548751,0.0,0.0,0.1813053988718775,0.0,0.05801772763900081,0.05801772763900081,0.0036261079774375505,0.06164383561643836,1.3416599516518937,3.95245769540693,0.21756647864625303
Emerson,BRA,Tottenham,24,DF,Premier League,22,11,1161,12.9,0.07751937984496124,0.0,0.07751937984496124,0.07751937984496124,0.0,0.0,0.31007751937984496,0.0,0.01550387596899225,0.01550387596899225,0.0310077519379845,0.046511627906976744,1.6279069767441858,4.4186046511627906,2.7131782945736433
Martin Erlic,CRO,Sassuolo,25,DF,Serie A,32,31,2618,29.1,0.03437738731856379,0.0,0.03437738731856379,0.03437738731856379,0.0,0.0,0.17188693659281895,0.0,0.03437738731856379,0.03437738731856379,0.0,0.03437738731856379,0.6531703590527119,2.6814362108479757,0.37815126050420167
Alfonso Espino,URU,Rayo Vallecano,31,DF,La Liga,31,29,2507,27.9,0.0,0.035899481451934584,0.035899481451934584,0.0,0.0,0.0,0.32309533306741123,0.0,0.035899481451934584,0.035899481451934584,0.10051854806541682,0.1364180295173514,1.471878739529318,4.056641404068608,3.195053849222178
Bernardo Espinosa,COL,Girona,34,DF,La Liga,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxime Estève,FRA,Burnley,21,DF,Premier League,16,15,1309,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4125286478227655,0.0,0.020626432391138275,0.020626432391138275,0.0,0.020626432391138275,1.0313216195569137,2.750190985485103,0.20626432391138275
Maxime Estève,FRA,Montpellier,21,DF,Ligue 1,12,12,995,11.1,0.09045226130653267,0.09045226130653267,0.18090452261306533,0.09045226130653267,0.0,0.0,0.18090452261306533,0.0,0.018090452261306532,0.018090452261306532,0.027135678391959794,0.04522613065326633,0.7236180904522613,2.080402010050251,0.9045226130653267
Pervis Estupiñán,ECU,Brighton,25,DF,Premier League,19,15,1243,13.8,0.14481094127111827,0.21721641190667737,0.36202735317779566,0.14481094127111827,0.0,0.0,0.28962188254223653,0.0,0.07240547063555913,0.07240547063555913,0.25341914722445696,0.31858407079646023,3.4030571198712796,6.009654062751409,6.371681415929204
Jonny Evans,NIR,Manchester Utd,35,DF,Premier League,23,15,1392,15.5,0.0,0.06465517241379311,0.06465517241379311,0.0,0.0,0.0,0.12931034482758622,0.0,0.00646551724137931,0.00646551724137931,0.07758620689655173,0.07758620689655173,0.4525862068965517,2.3922413793103448,0.06465517241379311
Fali,ESP,Cádiz,29,DF,La Liga,30,30,2547,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4240282685512367,0.0,0.02826855123674912,0.02826855123674912,0.00353356890459364,0.03180212014134275,0.5653710247349824,2.8975265017667846,0.35335689045936397
Davide Faraoni,ITA,Hellas Verona,31,DF,Serie A,11,7,602,6.7,0.0,0.14950166112956811,0.14950166112956811,0.0,0.0,0.0,0.7475083056478405,0.0,0.059800664451827246,0.059800664451827246,0.059800664451827246,0.11960132890365449,1.9435215946843853,4.186046511627907,4.634551495016611
Davide Faraoni,ITA,Fiorentina,31,DF,Serie A,8,4,392,4.4,0.0,0.22959183673469385,0.22959183673469385,0.0,0.0,0.0,0.0,0.0,0.02295918367346939,0.02295918367346939,0.09183673469387756,0.11479591836734693,1.607142857142857,3.9030612244897958,3.6734693877551017
Federico Fazio,ARG,Salernitana,36,DF,Serie A,17,15,1355,15.1,0.06642066420664207,0.0,0.06642066420664207,0.06642066420664207,0.0,0.0,0.1992619926199262,0.06642066420664207,0.026568265682656828,0.026568265682656828,0.006642066420664207,0.033210332103321034,0.13284132841328414,1.793357933579336,0.13284132841328414
Felipe,BRA,Nott'ham Forest,34,DF,Premier League,7,4,375,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.024,0.024,0.024,0.048,0.24,1.44,0.0
Luiz Felipe,ITA,Betis,26,DF,La Liga,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.025,0.025,0.05,0.075,0.0,1.0,0.0
Ohis Felix Uduokhai,GER,Augsburg,25,DF,Bundesliga,33,33,2921,32.5,0.06162273194111605,0.0,0.06162273194111605,0.06162273194111605,0.0,0.0,0.15405682985279015,0.030811365970558027,0.04313591235878124,0.04313591235878124,0.024649092776446425,0.06778500513522767,0.7702841492639506,3.111947963026361,0.18486819582334818
Kiko Femenía,ESP,Villarreal,32,DF,La Liga,23,16,1583,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4548325963360707,0.05685407454200884,0.0,0.0,0.034112444725205304,0.034112444725205304,2.615287428932407,5.685407454200884,2.558433354390398
Edimilson Fernandes,SUI,Mainz 05,27,DF,Bundesliga,21,13,1290,14.3,0.0,0.13953488372093023,0.13953488372093023,0.0,0.0,0.0,0.27906976744186046,0.0,0.03488372093023256,0.03488372093023256,0.048837209302325574,0.09069767441860466,0.627906976744186,3.697674418604651,0.627906976744186
João Ferreira,POR,Udinese,22,DF,Serie A,35,18,1822,20.2,0.0,0.04939626783754116,0.04939626783754116,0.0,0.0,0.0,0.44456641053787044,0.0,0.004939626783754117,0.004939626783754117,0.04445664105378705,0.04939626783754116,0.9385290889132821,3.0131723380900106,2.2228320526893524
Seydou Fini,ITA,Genoa,17,DF,Serie A,3,0,35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0.2571428571428571,2.571428571428571,0.0,5.142857142857142
Max Finkgräfe,GER,Köln,19,DF,Bundesliga,24,18,1756,19.5,0.05125284738041002,0.0,0.05125284738041002,0.05125284738041002,0.0,0.0,0.20501138952164008,0.0,0.05125284738041002,0.05125284738041002,0.08200455580865604,0.13325740318906606,2.613895216400911,2.716400911161731,3.0239179954441915
Kilian Fischer,GER,Wolfsburg,22,DF,Bundesliga,6,4,291,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.30927835051546393,0.0,0.030927835051546393,0.030927835051546393,0.030927835051546393,0.061855670103092786,1.8556701030927836,1.8556701030927836,2.783505154639175
Alessandro Florenzi,ITA,Milan,32,DF,Serie A,31,19,1732,19.2,0.05196304849884526,0.20785219399538105,0.25981524249422633,0.05196304849884526,0.0,0.0,0.25981524249422633,0.0,0.08833718244803695,0.08833718244803695,0.1766743648960739,0.2650115473441108,1.5069284064665127,5.508083140877598,2.5981524249422634
Jonas Föhrenbach,GER,Heidenheim,27,DF,Bundesliga,33,32,2788,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06456241032998565,0.0,0.016140602582496413,0.016140602582496413,0.02582496413199426,0.04196556671449068,1.4203730272596844,3.098995695839311,2.227403156384505
Thomas Foket,BEL,Reims,28,DF,Ligue 1,27,22,1833,20.4,0.0,0.049099836333878884,0.049099836333878884,0.0,0.0,0.0,0.44189852700491,0.049099836333878884,0.009819967266775777,0.009819967266775777,0.04418985270049099,0.05400981996726678,1.1783960720130933,3.191489361702128,4.124386252045826
Héctor Fort,ESP,Barcelona,16,DF,La Liga,7,4,318,3.5,0.0,0.5660377358490566,0.5660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22641509433962267,0.22641509433962267,0.8490566037735848,1.981132075471698,10.754716981132075
Dimitri Foulquier,FRA,Valencia,30,DF,La Liga,33,19,1842,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1465798045602606,0.0,0.02931596091205212,0.02931596091205212,0.05863192182410424,0.08794788273615635,2.0521172638436482,3.517915309446254,3.1270358306188926
Juan Foyth,ARG,Villarreal,25,DF,La Liga,12,12,1062,11.8,0.0847457627118644,0.0847457627118644,0.1694915254237288,0.0847457627118644,0.0,0.0,0.0847457627118644,0.0,0.03389830508474576,0.03389830508474576,0.07627118644067796,0.11016949152542373,1.6101694915254237,4.322033898305085,2.3728813559322033
Przemysław Frankowski,POL,Lens,28,DF,Ligue 1,30,24,2192,24.4,0.12317518248175183,0.08211678832116788,0.2052919708029197,0.08211678832116788,0.04105839416058394,0.08211678832116788,0.16423357664233576,0.0,0.15191605839416059,0.08622262773722628,0.15602189781021897,0.24224452554744527,2.2992700729927007,4.598540145985401,8.622262773722627
Marco Friedl,AUT,Werder Bremen,25,DF,Bundesliga,25,25,2197,24.4,0.040964952207555756,0.0,0.040964952207555756,0.040964952207555756,0.0,0.0,0.24578971324533455,0.0,0.008192990441511151,0.008192990441511151,0.004096495220755576,0.012289485662266727,0.16385980883022302,2.4169321802457895,0.08192990441511151
Marvin Friedrich,GER,Gladbach,27,DF,Bundesliga,24,17,1566,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0574712643678161,0.0,0.034482758620689655,0.034482758620689655,0.01149425287356322,0.04022988505747126,0.1149425287356322,1.9540229885057472,0.2298850574712644
Jeremie Frimpong,NED,Leverkusen,22,DF,Bundesliga,31,27,2251,25.0,0.3598400710795202,0.2798756108396268,0.639715681919147,0.3598400710795202,0.0,0.0,0.23989338071968017,0.0,0.32785428698356284,0.32785428698356284,0.2358951577076855,0.5597512216792536,6.1172812083518435,1.9591292758773877,13.913816081741448
Matteo Gabbia,ITA,Milan,23,DF,Serie A,18,14,1275,14.2,0.1411764705882353,0.07058823529411765,0.2117647058823529,0.1411764705882353,0.0,0.0,0.3529411764705882,0.0,0.11294117647058824,0.11294117647058824,0.021176470588235293,0.13411764705882354,0.776470588235294,2.9647058823529413,0.1411764705882353
Matteo Gabbia,ITA,Villarreal,23,DF,La Liga,7,6,477,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.37735849056603776,0.0,0.0,0.0,0.01886792452830189,0.01886792452830189,0.18867924528301888,1.6981132075471697,0.0
Javi Galán,ESP,Atlético Madrid,28,DF,La Liga,5,0,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0227272727272727,0.0,0.0,0.0,0.10227272727272729,0.10227272727272729,3.068181818181818,4.090909090909091,13.295454545454547
Javi Galán,ESP,Real Sociedad,28,DF,La Liga,14,13,1075,11.9,0.0,0.08372093023255814,0.08372093023255814,0.0,0.0,0.0,0.25116279069767444,0.0,0.008372093023255815,0.008372093023255815,0.05860465116279069,0.06697674418604652,3.8511627906976744,3.7674418604651163,5.8604651162790695
Antonino Gallo,ITA,Lecce,23,DF,Serie A,35,30,2490,27.7,0.0,0.10843373493975905,0.10843373493975905,0.0,0.0,0.0,0.07228915662650602,0.0,0.018072289156626505,0.018072289156626505,0.16265060240963855,0.18072289156626503,2.4939759036144578,4.518072289156627,3.6506024096385543
Cristian Gamboa,CRC,Bochum,33,DF,Bundesliga,22,12,1187,13.2,0.0,0.07582139848357203,0.07582139848357203,0.0,0.0,0.0,0.45492839090143217,0.0,0.007582139848357203,0.007582139848357203,0.037910699241786014,0.04549283909014321,0.9098567818028643,2.5021061499578767,1.2131423757371524
David García,ESP,Osasuna,29,DF,La Liga,27,27,2334,25.9,0.0,0.038560411311053984,0.038560411311053984,0.0,0.0,0.0,0.19280205655526994,0.0,0.038560411311053984,0.038560411311053984,0.05012853470437019,0.08483290488431877,0.8097686375321337,5.12853470437018,0.15424164524421594
Eric García,ESP,Barcelona,22,DF,La Liga,2,0,57,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,7.894736842105263,0.0
Eric García,ESP,Girona,22,DF,La Liga,30,30,2637,29.3,0.1706484641638225,0.0,0.1706484641638225,0.1706484641638225,0.0,0.0,0.13651877133105803,0.0,0.0955631399317406,0.0955631399317406,0.017064846416382253,0.11604095563139932,1.5358361774744027,7.542662116040956,0.6143344709897611
Fran Garcia,ESP,Real Madrid,23,DF,La Liga,25,15,1398,15.5,0.06437768240343347,0.3218884120171674,0.38626609442060084,0.06437768240343347,0.0,0.0,0.12875536480686695,0.0,0.032188841201716736,0.032188841201716736,0.15450643776824033,0.19313304721030042,3.412017167381974,3.8626609442060085,8.948497854077253
Ulisses Garcia,SUI,Marseille,27,DF,Ligue 1,13,10,906,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04966887417218543,0.04966887417218543,0.08940397350993377,0.1390728476821192,2.0860927152317883,5.1655629139072845,6.556291390728477
Unai García,ESP,Osasuna,31,DF,La Liga,9,6,560,6.2,0.1607142857142857,0.0,0.1607142857142857,0.1607142857142857,0.0,0.0,0.9642857142857143,0.1607142857142857,0.01607142857142857,0.01607142857142857,0.0,0.01607142857142857,0.3214285714285714,1.9285714285714286,0.1607142857142857
Federico Gatti,ITA,Juventus,25,DF,Serie A,32,30,2637,29.3,0.13651877133105803,0.0,0.13651877133105803,0.13651877133105803,0.0,0.0,0.23890784982935154,0.0,0.18771331058020477,0.18771331058020477,0.051194539249146756,0.23890784982935154,1.7747440273037545,4.163822525597269,1.4675767918088736
Federico Gattoni,ARG,Sevilla,24,DF,La Liga,2,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentin Gendrey,FRA,Lecce,23,DF,Serie A,37,35,3044,33.8,0.05913272010512484,0.08869908015768725,0.1478318002628121,0.05913272010512484,0.0,0.0,0.1478318002628121,0.0,0.04730617608409988,0.04730617608409988,0.04730617608409988,0.09461235216819976,2.247043363994744,3.4296977660972408,2.542706964520368
Saman Ghoddos,IRN,Brentford,29,DF,Premier League,19,7,739,8.2,0.12178619756427606,0.0,0.12178619756427606,0.12178619756427606,0.0,0.0,0.6089309878213802,0.0,0.036535859269282815,0.036535859269282815,0.13396481732070367,0.17050067658998647,2.6792963464140733,4.384303112313938,3.7753721244925575
Lautaro Gianetti,ARG,Udinese,29,DF,Serie A,7,7,630,7.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.05714285714285714,0.05714285714285714,0.014285714285714285,0.05714285714285714,0.2857142857142857,0.5714285714285714,0.0
Samuel Gigot,FRA,Marseille,29,DF,Ligue 1,21,20,1726,19.2,0.1564310544611819,0.0,0.1564310544611819,0.1564310544611819,0.0,0.0,0.3650057937427578,0.05214368482039397,0.12514484356894554,0.12514484356894554,0.04692931633835457,0.1720741599073001,0.5214368482039398,2.8157589803012746,0.41714947856315177
Mario Gila,ESP,Lazio,22,DF,Serie A,21,21,1809,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1990049751243781,0.04975124378109452,0.02487562189054726,0.02487562189054726,0.02487562189054726,0.04975124378109452,1.044776119402985,4.6268656716417915,0.5970149253731344
Alfie Gilchrist,ENG,Chelsea,19,DF,Premier League,11,2,207,2.3,0.43478260869565216,0.0,0.43478260869565216,0.43478260869565216,0.0,0.0,0.43478260869565216,0.0,0.13043478260869565,0.13043478260869565,0.0,0.13043478260869565,0.43478260869565216,3.043478260869565,1.7391304347826086
Benedikt Gimber,GER,Heidenheim,26,DF,Bundesliga,24,24,2021,22.5,0.044532409698169226,0.044532409698169226,0.08906481939633845,0.044532409698169226,0.0,0.0,0.400791687283523,0.0,0.06234537357743691,0.06234537357743691,0.04898565066798615,0.11133102424542304,0.13359722909450766,1.1133102424542307,0.2671944581890153
Matthias Ginter,GER,Freiburg,29,DF,Bundesliga,23,22,1913,21.3,0.0,0.09409304756926293,0.09409304756926293,0.0,0.0,0.0,0.1411395713538944,0.0,0.06586513329848405,0.06586513329848405,0.06586513329848405,0.1317302665969681,1.0820700470465239,6.39832723470988,0.9409304756926293
Klaus Gjasula,ALB,Darmstadt 98,33,DF,Bundesliga,22,17,1363,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4622157006603081,0.06603081438004402,0.03301540719002201,0.03301540719002201,0.013206162876008804,0.03961848862802641,0.5282465150403521,4.622157006603081,0.4622157006603081
Ben Godfrey,ENG,Everton,25,DF,Premier League,15,13,1120,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1607142857142857,0.0,0.13660714285714284,0.13660714285714284,0.024107142857142858,0.1607142857142857,0.8839285714285714,3.4553571428571432,2.0892857142857144
Edoardo Goldaniga,ITA,Cagliari,29,DF,Serie A,13,12,1011,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.26706231454005935,0.0,0.044510385756676554,0.044510385756676554,0.008902077151335312,0.06231454005934718,0.8011869436201781,4.451038575667656,0.26706231454005935
Toti Gomes,POR,Wolves,24,DF,Premier League,35,31,2772,30.8,0.032467532467532464,0.09740259740259741,0.12987012987012986,0.032467532467532464,0.0,0.0,0.2272727272727273,0.0,0.05194805194805195,0.05194805194805195,0.03896103896103896,0.09090909090909091,0.7142857142857142,2.564935064935065,0.3571428571428571
Joe Gomez,ENG,Liverpool,26,DF,Premier League,32,17,1786,19.8,0.0,0.05039193729003359,0.05039193729003359,0.0,0.0,0.0,0.251959686450168,0.0,0.040313549832026875,0.040313549832026875,0.06550951847704367,0.10582306830907055,2.217245240761478,5.03919372900336,5.291153415453527
Édgar González,ESP,Almería,26,DF,La Liga,31,30,2522,28.0,0.07137192704203013,0.0,0.07137192704203013,0.07137192704203013,0.0,0.0,0.24980174464710547,0.035685963521015066,0.08207771609833464,0.08207771609833464,0.01070578905630452,0.09278350515463918,0.2141157811260904,2.5693893735130846,0.2141157811260904
Giovanni González,URU,Mallorca,28,DF,La Liga,34,27,2464,27.4,0.03652597402597403,0.03652597402597403,0.07305194805194806,0.03652597402597403,0.0,0.0,0.21915584415584416,0.0,0.018262987012987016,0.018262987012987016,0.05113636363636363,0.06574675324675325,1.0227272727272727,3.3238636363636367,3.4699675324675328
Andoni Gorosabel,ESP,Alavés,26,DF,La Liga,36,33,2854,31.7,0.03153468815697267,0.0,0.03153468815697267,0.03153468815697267,0.0,0.0,0.18920812894183603,0.0,0.022074281709880864,0.022074281709880864,0.04099509460406447,0.06306937631394534,1.829011913104415,3.6895585143658023,3.815697266993693
Robin Gosens,GER,Union Berlin,29,DF,Bundesliga,30,27,2283,25.4,0.23653088042049936,0.11826544021024968,0.354796320630749,0.23653088042049936,0.0,0.0,0.354796320630749,0.03942181340341656,0.08278580814717477,0.08278580814717477,0.11826544021024968,0.20105124835742444,0.8278580814717477,3.823915900131406,4.454664914586071
Jeffrey Gouweleeuw,NED,Augsburg,32,DF,Bundesliga,30,29,2593,28.8,0.034708831469340534,0.0,0.034708831469340534,0.034708831469340534,0.0,0.0,0.24296182028538374,0.0,0.04512148091014269,0.04512148091014269,0.06247589664481296,0.1110682607018897,1.1453914384882375,4.963362900115697,0.590050134978789
Jonathan Gradit,FRA,Lens,30,DF,Ligue 1,26,26,2112,23.5,0.04261363636363637,0.0,0.04261363636363637,0.04261363636363637,0.0,0.0,0.38352272727272724,0.04261363636363637,0.012784090909090908,0.012784090909090908,0.004261363636363636,0.021306818181818184,0.8948863636363636,7.542613636363636,0.2556818181818182
Florian Grillitsch,AUT,Hoffenheim,27,DF,Bundesliga,30,25,2295,25.5,0.0392156862745098,0.23529411764705882,0.2745098039215686,0.0392156862745098,0.0,0.0,0.3137254901960784,0.0,0.04705882352941176,0.04705882352941176,0.06666666666666667,0.11372549019607842,1.2549019607843137,5.9607843137254894,0.8627450980392157
Álex Grimaldo,ESP,Leverkusen,27,DF,Bundesliga,33,31,2784,30.9,0.3232758620689655,0.4202586206896552,0.7435344827586208,0.3232758620689655,0.0,0.0,0.032327586206896554,0.0,0.18426724137931036,0.18426724137931036,0.2941810344827586,0.47844827586206895,2.4892241379310347,5.237068965517241,8.4375
Christian Groß,GER,Werder Bremen,34,DF,Bundesliga,20,8,797,8.9,0.0,0.11292346298619824,0.11292346298619824,0.0,0.0,0.0,0.11292346298619824,0.0,0.03387703889585947,0.03387703889585947,0.04516938519447931,0.07904642409033877,1.9196988707653704,5.1944792973651195,0.5646173149309912
Nemanja Gudelj,SRB,Sevilla,31,DF,La Liga,22,20,1742,19.4,0.05166475315729047,0.05166475315729047,0.10332950631458095,0.05166475315729047,0.0,0.0,0.3616532721010333,0.0,0.04133180252583238,0.04133180252583238,0.02066590126291619,0.06199770378874856,1.188289322617681,3.771526980482204,0.2583237657864524
Gabriel Gudmundsson,SWE,Lille,24,DF,Ligue 1,25,14,1267,14.1,0.07103393843725335,0.0,0.07103393843725335,0.07103393843725335,0.0,0.0,0.1420678768745067,0.0,0.07813733228097869,0.07813733228097869,0.08524072612470401,0.15627466456195738,2.770323599052881,2.628255722178374,4.6882399368587215
Axel Gueguin,FRA,Montpellier,18,DF,Ligue 1,3,1,132,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.06818181818181818,1.3636363636363638,2.0454545454545454,4.090909090909091
Marc Guéhi,ENG,Crystal Palace,23,DF,Premier League,25,23,2021,22.5,0.0,0.044532409698169226,0.044532409698169226,0.0,0.0,0.0,0.08906481939633845,0.0,0.026719445818901535,0.026719445818901535,0.026719445818901535,0.05343889163780307,0.6679861454725383,2.983671449777338,0.31172686788718457
Raphaël Guerreiro,POR,Bayern Munich,29,DF,Bundesliga,20,13,1191,13.2,0.22670025188916876,0.0,0.22670025188916876,0.22670025188916876,0.0,0.0,0.15113350125944583,0.0,0.181360201511335,0.181360201511335,0.15113350125944583,0.3324937027707809,2.720403022670025,6.498740554156171,6.801007556675064
Axel Guessand,FRA,Udinese,18,DF,Serie A,1,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
Josuha Guilavogui,FRA,Mainz 05,32,DF,Bundesliga,11,5,409,4.5,0.0,0.2200488997555012,0.2200488997555012,0.0,0.0,0.0,0.2200488997555012,0.0,0.0,0.0,0.022004889975550126,0.022004889975550126,0.2200488997555012,1.9804400977995111,0.2200488997555012
